Receipt_id,Venue_id,Total_Nbr_of_Items,Total_Price,Receipt_Nbr,Trans_number,Barcode,Receipt_Date,Receipt_Time,Date_Added,Venue,Payment_Type,Card_Source,Item_id,Item_name,Item_Price
3,1,9,7.44,6880772027011805,0,0,2020-07-01,14:28:27,2020-07-23 20:51:18,Aldi,Card,Contactless,22,Garlic,0.62
3,1,9,7.44,6880772027011805,0,0,2020-07-01,14:28:27,2020-07-23 20:51:18,Aldi,Card,Contactless,23,Cheese triangles,0.69
3,1,9,7.44,6880772027011805,0,0,2020-07-01,14:28:27,2020-07-23 20:51:18,Aldi,Card,Contactless,24,Seasoning chicken,0.59
3,1,9,7.44,6880772027011805,0,0,2020-07-01,14:28:27,2020-07-23 20:51:18,Aldi,Card,Contactless,25,Seasoning cajun,0.59
3,1,9,7.44,6880772027011805,0,0,2020-07-01,14:28:27,2020-07-23 20:51:18,Aldi,Card,Contactless,26,Ham smoked/honey,1.45
4,1,12,8.27,7450772027005024,0,0,2020-06-10,13:07:51,2020-07-23 21:13:19,Aldi,Card,Contactless,27,Cheese Spread,0.79
4,1,12,8.27,7450772027005024,0,0,2020-06-10,13:07:51,2020-07-23 21:13:19,Aldi,Card,Contactless,28,Ham cooked lean,1.39
4,1,12,8.27,7450772027005024,0,0,2020-06-10,13:07:51,2020-07-23 21:13:19,Aldi,Card,Contactless,29,Cheese Singles,0.75
4,1,12,8.27,7450772027005024,0,0,2020-06-10,13:07:51,2020-07-23 21:13:19,Aldi,Card,Contactless,30,Digestive Milk 330g,0.42
4,1,12,8.27,7450772027005024,0,0,2020-06-10,13:07:51,2020-07-23 21:13:19,Aldi,Card,Contactless,31,Digestive Milk 330g,0.42
4,1,12,8.27,7450772027005024,0,0,2020-06-10,13:07:51,2020-07-23 21:13:19,Aldi,Card,Contactless,32,Digestive Milk 330g,0.42
4,1,12,8.27,7450772027005024,0,0,2020-06-10,13:07:51,2020-07-23 21:13:19,Aldi,Card,Contactless,33,Bloomer Seed 800G,0.99
4,1,12,8.27,7450772027005024,0,0,2020-06-10,13:07:51,2020-07-23 21:13:19,Aldi,Card,Contactless,34,Eggs caged 15pk,1.18
4,1,12,8.27,7450772027005024,0,0,2020-06-10,13:07:51,2020-07-23 21:13:19,Aldi,Card,Contactless,35,Eggs caged 15pk,1.18
4,1,12,8.27,7450772027005024,0,0,2020-06-10,13:07:51,2020-07-23 21:13:19,Aldi,Card,Contactless,36,Digestive 400g,0.31
4,1,12,8.27,7450772027005024,0,0,2020-06-10,13:07:51,2020-07-23 21:13:19,Aldi,Card,Contactless,37,Digestive 400g,0.31
4,1,12,8.27,7450772027005024,0,0,2020-06-10,13:07:51,2020-07-23 21:13:19,Aldi,Card,Contactless,38,Digestive 400g,0.31
5,1,11,8.1,3851772027003031,0,0,2020-05-25,11:31:37,2020-07-23 21:30:04,Aldi,Card,Contactless,39,Cheese Singles,0.75
5,1,11,8.1,3851772027003031,0,0,2020-05-25,11:31:37,2020-07-23 21:30:04,Aldi,Card,Contactless,40,Ham cooked lean,1.39
5,1,11,8.1,3851772027003031,0,0,2020-05-25,11:31:37,2020-07-23 21:30:04,Aldi,Card,Contactless,41,Cheese Singles,0.75
5,1,11,8.1,3851772027003031,0,0,2020-05-25,11:31:37,2020-07-23 21:30:04,Aldi,Card,Contactless,42,Digestive 400g,0.31
5,1,11,8.1,3851772027003031,0,0,2020-05-25,11:31:37,2020-07-23 21:30:04,Aldi,Card,Contactless,43,Digestive 400g,0.31
5,1,11,8.1,3851772027003031,0,0,2020-05-25,11:31:37,2020-07-23 21:30:04,Aldi,Card,Contactless,44,Cheese Spread,0.79
5,1,11,8.1,3851772027003031,0,0,2020-05-25,11:31:37,2020-07-23 21:30:04,Aldi,Card,Contactless,45,Cheese Spread,0.79
5,1,11,8.1,3851772027003031,0,0,2020-05-25,11:31:37,2020-07-23 21:30:04,Aldi,Card,Contactless,46,Digestive Milk 330g,0.42
5,1,11,8.1,3851772027003031,0,0,2020-05-25,11:31:37,2020-07-23 21:30:04,Aldi,Card,Contactless,47,Digestive Milk 330g,0.42
5,1,11,8.1,3851772027003031,0,0,2020-05-25,11:31:37,2020-07-23 21:30:04,Aldi,Card,Contactless,48,Eggs caged 15pk,1.18
5,1,11,8.1,3851772027003031,0,0,2020-05-25,11:31:37,2020-07-23 21:30:04,Aldi,Card,Contactless,49,Bloomer Seed 800G,0.99
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,50,Pasta fusilli 500g,0.45
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,51,Salt table,0.27
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,52,Garlic,0.62
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,53,Seasoning cajun,0.59
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,54,Shower gel 500ml,0.85
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,55,Seasoning chicken,0.59
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,56,Gammon joint,2.99
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,57,Carrot 1kg,0.47
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,58,Digestive 400g,0.31
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,59,Digestive 400g,0.31
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,60,Digestive 400g,0.31
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,61,Cheese Spread,0.79
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,62,Digestive Milk 330g,0.42
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,63,Digestive Milk 330g,0.42
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,64,Digestive Milk 330g,0.42
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,65,Ham smoked/honey,1.45
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,66,Limes,0.95
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,67,Cheddar grated,2.49
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,68,Chicken thighs,1.79
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,69,Cheese Singles,0.75
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,70,Bloomer Seed 800G,0.99
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,71,Tomatoes 6 pk,0.69
6,1,23,20.61,1070772027002037,0,0,2020-07-05,12:02:27,2020-07-23 21:42:12,Aldi,Card,Contactless,72,Eggs L FR 12pk,1.69
7,1,13,11.18,3940772027012806,0,0,2020-06-13,14:11:31,2020-07-23 22:09:31,Aldi,Card,Contactless,73,Bloomer Seed 800G,0.99
7,1,13,11.18,3940772027012806,0,0,2020-06-13,14:11:31,2020-07-23 22:09:31,Aldi,Card,Contactless,74,Baby spinach,1.05
7,1,13,11.18,3940772027012806,0,0,2020-06-13,14:11:31,2020-07-23 22:09:31,Aldi,Card,Contactless,75,Ginger,0.55
7,1,13,11.18,3940772027012806,0,0,2020-06-13,14:11:31,2020-07-23 22:09:31,Aldi,Card,Contactless,76,Cheese Singles,0.75
7,1,13,11.18,3940772027012806,0,0,2020-06-13,14:11:31,2020-07-23 22:09:31,Aldi,Card,Contactless,77,Gammon joint,2.99
7,1,13,11.18,3940772027012806,0,0,2020-06-13,14:11:31,2020-07-23 22:09:31,Aldi,Card,Contactless,78,Coconut milk,0.59
7,1,13,11.18,3940772027012806,0,0,2020-06-13,14:11:31,2020-07-23 22:09:31,Aldi,Card,Contactless,79,Chillies mixed,0.47
7,1,13,11.18,3940772027012806,0,0,2020-06-13,14:11:31,2020-07-23 22:09:31,Aldi,Card,Contactless,80,Broccoli,0.57
7,1,13,11.18,3940772027012806,0,0,2020-06-13,14:11:31,2020-07-23 22:09:31,Aldi,Card,Contactless,81,Coriander cut,0.39
7,1,13,11.18,3940772027012806,0,0,2020-06-13,14:11:31,2020-07-23 22:09:31,Aldi,Card,Contactless,82,Parsnips 500g,0.57
7,1,13,11.18,3940772027012806,0,0,2020-06-13,14:11:31,2020-07-23 22:09:31,Aldi,Card,Contactless,83,Leeks,0.95
7,1,13,11.18,3940772027012806,0,0,2020-06-13,14:11:31,2020-07-23 22:09:31,Aldi,Card,Contactless,84,Garlic,0.62
7,1,13,11.18,3940772027012806,0,0,2020-06-13,14:11:31,2020-07-23 22:09:31,Aldi,Card,Contactless,85,Tomatoes 6 pk,0.69
9,1,8,9.96,4954772027001066,0,0,2020-06-21,10:38:17,2020-07-23 22:52:48,Aldi,Card,Contactless,86,Squash 1.5l,0.85
9,1,8,9.96,4954772027001066,0,0,2020-06-21,10:38:17,2020-07-23 22:52:48,Aldi,Card,Contactless,87,Ham smoked/honey,1.45
9,1,8,9.96,4954772027001066,0,0,2020-06-21,10:38:17,2020-07-23 22:52:48,Aldi,Card,Contactless,88,Cheese Singles,0.75
9,1,8,9.96,4954772027001066,0,0,2020-06-21,10:38:17,2020-07-23 22:52:48,Aldi,Card,Contactless,89,Meatballs,1.99
9,1,8,9.96,4954772027001066,0,0,2020-06-21,10:38:17,2020-07-23 22:52:48,Aldi,Card,Contactless,90,Mango twin pack,1.45
9,1,8,9.96,4954772027001066,0,0,2020-06-21,10:38:17,2020-07-23 22:52:48,Aldi,Card,Contactless,91,Bloomer Seed 800G,0.99
9,1,8,9.96,4954772027001066,0,0,2020-06-21,10:38:17,2020-07-23 22:52:48,Aldi,Card,Contactless,92,Cheese Spread,0.79
9,1,8,9.96,4954772027001066,0,0,2020-06-21,10:38:17,2020-07-23 22:52:48,Aldi,Card,Contactless,93,Eggs L FR 12pk,1.69
11,1,9,8.22,7825772027006014,0,0,2020-05-23,14:27:02,2020-07-23 23:12:04,Aldi,Card,Contactless,94,Bloomer Seed 800G,0.99
11,1,9,8.22,7825772027006014,0,0,2020-05-23,14:27:02,2020-07-23 23:12:04,Aldi,Card,Contactless,95,Chicken whole lrg,3.09
11,1,9,8.22,7825772027006014,0,0,2020-05-23,14:27:02,2020-07-23 23:12:04,Aldi,Card,Contactless,96,Baby spinach,0.99
11,1,9,8.22,7825772027006014,0,0,2020-05-23,14:27:02,2020-07-23 23:12:04,Aldi,Card,Contactless,97,Coriander cut,0.39
11,1,9,8.22,7825772027006014,0,0,2020-05-23,14:27:02,2020-07-23 23:12:04,Aldi,Card,Contactless,98,Coriander cut,0.39
11,1,9,8.22,7825772027006014,0,0,2020-05-23,14:27:02,2020-07-23 23:12:04,Aldi,Card,Contactless,99,Tomatoes 6 pk,0.69
11,1,9,8.22,7825772027006014,0,0,2020-05-23,14:27:02,2020-07-23 23:12:04,Aldi,Card,Contactless,100,Tomatoes 6 pk,0.69
11,1,9,8.22,7825772027006014,0,0,2020-05-23,14:27:02,2020-07-23 23:12:04,Aldi,Card,Contactless,101,Parsnips EE 500,0.5
11,1,9,8.22,7825772027006014,0,0,2020-05-23,14:27:02,2020-07-23 23:12:04,Aldi,Card,Contactless,102,Carrot 1kg,0.49
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,103,Bloomer Seed 800G,0.99
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,104,Eggs-M-FR-12pk,1.39
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,105,Digestive Milk 330g,0.42
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,106,Digestive Milk 330g,0.42
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,107,Digestive Milk 330g,0.42
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,108,Digestive 400g,0.31
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,109,Digestive 400g,0.31
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,110,Digestive 400g,0.31
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,111,Deo Roll-on mens,0.59
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,112,Shower gel 500ml,0.85
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,113,Shower gel 500ml,0.85
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,114,Sausage rolls 6pk,1.15
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,115,Ham smoked/honey,1.45
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,116,Cheese Singles,0.75
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,117,Cheese Singles,0.75
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,118,Cheese Spread,0.79
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,119,Cheese Spread,0.79
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,120,Oranges large,1.69
12,1,19,15.18,5149772027011805,0,0,2020-06-17,12:57:18,2020-07-23 23:30:54,Aldi,Card,Contactless,121,Limes,0.95
13,1,13,9.49,1171772027003041,0,0,2020-07-16,10:58:48,2020-07-23 23:55:29,Aldi,Card,Contactless,122,Ham smoked/honey,1.45
13,1,13,9.49,1171772027003041,0,0,2020-07-16,10:58:48,2020-07-23 23:55:29,Aldi,Card,Contactless,123,Colgate tri/wht&fr,0.99
13,1,13,9.49,1171772027003041,0,0,2020-07-16,10:58:48,2020-07-23 23:55:29,Aldi,Card,Contactless,124,Toothbrush prem,1.19
13,1,13,9.49,1171772027003041,0,0,2020-07-16,10:58:48,2020-07-23 23:55:29,Aldi,Card,Contactless,125,Cheese Singles,0.75
13,1,13,9.49,1171772027003041,0,0,2020-07-16,10:58:48,2020-07-23 23:55:29,Aldi,Card,Contactless,126,Cheese Singles,0.75
13,1,13,9.49,1171772027003041,0,0,2020-07-16,10:58:48,2020-07-23 23:55:29,Aldi,Card,Contactless,127,Digestive Milk 330g,0.42
13,1,13,9.49,1171772027003041,0,0,2020-07-16,10:58:48,2020-07-23 23:55:29,Aldi,Card,Contactless,128,Digestive Milk 330g,0.42
13,1,13,9.49,1171772027003041,0,0,2020-07-16,10:58:48,2020-07-23 23:55:29,Aldi,Card,Contactless,129,Digestive Milk 330g,0.42
13,1,13,9.49,1171772027003041,0,0,2020-07-16,10:58:48,2020-07-23 23:55:29,Aldi,Card,Contactless,130,Digestive 400g,0.31
13,1,13,9.49,1171772027003041,0,0,2020-07-16,10:58:48,2020-07-23 23:55:29,Aldi,Card,Contactless,131,Digestive 400g,0.31
13,1,13,9.49,1171772027003041,0,0,2020-07-16,10:58:48,2020-07-23 23:55:29,Aldi,Card,Contactless,132,Digestive 400g,0.31
13,1,13,9.49,1171772027003041,0,0,2020-07-16,10:58:48,2020-07-23 23:55:29,Aldi,Card,Contactless,133,Eggs caged 15pk,1.18
13,1,13,9.49,1171772027003041,0,0,2020-07-16,10:58:48,2020-07-23 23:55:29,Aldi,Card,Contactless,134,Bloomer Seed 800G,0.99
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,135,Chicken whole lrg,3.09
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,136,Parsnips 500g,0.57
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,137,Carrot 1kg,0.49
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,138,Baby spinach,0.99
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,139,Baby spinach,0.99
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,140,Cheese Spread,0.79
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,141,Ham cooked lean,1.39
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,142,Cheese Singles,0.75
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,143,Coriander cut,0.39
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,144,Coriander cut,0.39
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,145,Digestive Milk 330g,0.42
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,146,Digestive 400g,0.31
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,147,Tomatoes 6 pk,0.59
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,148,Tomatoes 6 pk,0.59
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,149,Garlic,0.62
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,150,Bloomer Seed 800G,0.99
14,1,17,14.54,8214772027004016,0,0,2020-05-16,12:05:23,2020-07-24 09:02:30,Aldi,Card,Contactless,151,Eggs caged 15pk,1.18
15,1,11,10.82,4550772027001002,0,0,2020-06-20,13:06:07,2020-07-24 09:26:57,Aldi,Card,Contactless,152,Gammon joint 1.3kg,4.69
15,1,11,10.82,4550772027001002,0,0,2020-06-20,13:06:07,2020-07-24 09:26:57,Aldi,Card,Contactless,153,Coconut milk,0.59
15,1,11,10.82,4550772027001002,0,0,2020-06-20,13:06:07,2020-07-24 09:26:57,Aldi,Card,Contactless,154,Parsnips 500g,0.57
15,1,11,10.82,4550772027001002,0,0,2020-06-20,13:06:07,2020-07-24 09:26:57,Aldi,Card,Contactless,155,Chillies mixed,0.47
15,1,11,10.82,4550772027001002,0,0,2020-06-20,13:06:07,2020-07-24 09:26:57,Aldi,Card,Contactless,156,Ginger,0.55
15,1,11,10.82,4550772027001002,0,0,2020-06-20,13:06:07,2020-07-24 09:26:57,Aldi,Card,Contactless,157,Broccoli,0.57
15,1,11,10.82,4550772027001002,0,0,2020-06-20,13:06:07,2020-07-24 09:26:57,Aldi,Card,Contactless,158,Leeks,0.92
15,1,11,10.82,4550772027001002,0,0,2020-06-20,13:06:07,2020-07-24 09:26:57,Aldi,Card,Contactless,159,Baby spinach,0.99
15,1,11,10.82,4550772027001002,0,0,2020-06-20,13:06:07,2020-07-24 09:26:57,Aldi,Card,Contactless,160,Coriander cut,0.39
15,1,11,10.82,4550772027001002,0,0,2020-06-20,13:06:07,2020-07-24 09:26:57,Aldi,Card,Contactless,161,Garlic,0.59
15,1,11,10.82,4550772027001002,0,0,2020-06-20,13:06:07,2020-07-24 09:26:57,Aldi,Card,Contactless,162,Tomatoes 6 pk,0.49
16,1,11,8.5,8722772027003043,0,0,2020-05-14,14:08:38,2020-07-24 09:51:12,Aldi,Card,Contactless,163,Squash 1.5l,0.85
16,1,11,8.5,8722772027003043,0,0,2020-05-14,14:08:38,2020-07-24 09:51:12,Aldi,Card,Contactless,164,Limes,0.79
16,1,11,8.5,8722772027003043,0,0,2020-05-14,14:08:38,2020-07-24 09:51:12,Aldi,Card,Contactless,165,Wash up liq prem,0.69
16,1,11,8.5,8722772027003043,0,0,2020-05-14,14:08:38,2020-07-24 09:51:12,Aldi,Card,Contactless,166,Ham cooked lean,1.39
16,1,11,8.5,8722772027003043,0,0,2020-05-14,14:08:38,2020-07-24 09:51:12,Aldi,Card,Contactless,167,Scourer fingergrip,0.69
16,1,11,8.5,8722772027003043,0,0,2020-05-14,14:08:38,2020-07-24 09:51:12,Aldi,Card,Contactless,168,Bloomer Seed 800G,0.99
16,1,11,8.5,8722772027003043,0,0,2020-05-14,14:08:38,2020-07-24 09:51:12,Aldi,Card,Contactless,169,Digestive Milk 330g,0.42
16,1,11,8.5,8722772027003043,0,0,2020-05-14,14:08:38,2020-07-24 09:51:12,Aldi,Card,Contactless,170,Digestive 400g,0.31
16,1,11,8.5,8722772027003043,0,0,2020-05-14,14:08:38,2020-07-24 09:51:12,Aldi,Card,Contactless,171,Cheese Singles,0.75
16,1,11,8.5,8722772027003043,0,0,2020-05-14,14:08:38,2020-07-24 09:51:12,Aldi,Card,Contactless,172,Eggs -M-FR-12pk,1.39
16,1,11,8.5,8722772027003043,0,0,2020-05-14,14:08:38,2020-07-24 09:51:12,Aldi,Card,Contactless,173,Cheese Spread,0.79
17,1,8,8.15,6860772027002025,0,0,2020-07-18,13:14:18,2020-07-24 10:13:03,Aldi,Card,Contactless,174,Oranges,1.19
17,1,8,8.15,6860772027002025,0,0,2020-07-18,13:14:18,2020-07-24 10:13:03,Aldi,Card,Contactless,175,Cheese Singles,0.75
17,1,8,8.15,6860772027002025,0,0,2020-07-18,13:14:18,2020-07-24 10:13:03,Aldi,Card,Contactless,176,Cheese Singles,0.75
17,1,8,8.15,6860772027002025,0,0,2020-07-18,13:14:18,2020-07-24 10:13:03,Aldi,Card,Contactless,177,High juice 1l,0.99
17,1,8,8.15,6860772027002025,0,0,2020-07-18,13:14:18,2020-07-24 10:13:03,Aldi,Card,Contactless,178,Shower gel 500ml,0.85
17,1,8,8.15,6860772027002025,0,0,2020-07-18,13:14:18,2020-07-24 10:13:03,Aldi,Card,Contactless,179,Ham smoked/honey,1.45
17,1,8,8.15,6860772027002025,0,0,2020-07-18,13:14:18,2020-07-24 10:13:03,Aldi,Card,Contactless,180,Bloomer Seed 800G,0.99
17,1,8,8.15,6860772027002025,0,0,2020-07-18,13:14:18,2020-07-24 10:13:03,Aldi,Card,Contactless,181,Eggs caged 15pk,1.18
18,1,10,8.54,1736772027004056,0,0,2020-05-21,12:40:00,2020-07-24 11:16:26,Aldi,Card,Contactless,182,Shower gel 500ml,0.85
18,1,10,8.54,1736772027004056,0,0,2020-05-21,12:40:00,2020-07-24 11:16:26,Aldi,Card,Contactless,183,Limes,0.79
